player_id,player_name,team,opponent,position,primary_market_family,all_families_count,best_signal_score,overall_signal_score,signal_tier,recommended_user_action,signal_explanation,top_signal_reason,review_reason,blocked_reason,top_positive_driver_1,top_positive_driver_2,top_positive_driver_3,top_negative_driver_1,top_negative_driver_2,top_negative_driver_3,green_signal_count,yellow_signal_count,red_flag_count,missing_signal_count,data_quality_score,readiness_status,roster_status,role_status,injury_status,usage_status,final_readiness
,E.Ezukanma,MIA,,WR,receiving,1,41.75,41.75,WATCH,WATCHLIST,WATCH at 41.8. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 21.5; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 21.5,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,Z.Davidson,BUF,,TE,receiving,1,41.72,41.72,WATCH,WATCHLIST,WATCH at 41.7. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 21.4; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 21.4,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
00-0033949,J.Dobbs,SF,ARI,QB,passing,1,41.56,41.56,WATCH,WATCHLIST,WATCH at 41.6. Main support: recent form: 99.0; data quality: 79.0. Main caution: projection strength: 18.5; usage foundation: 33.3.,recent form: 99.0; data quality: 79.0,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,recent form: 99.0,data quality: 79.0,,projection strength: 18.5,usage foundation: 33.3,role and availability context: 35.0,1,0,0,3,79.0,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
00-0039150,B.Young,CAR,ATL,QB,passing,1,41.38,41.38,WATCH,WATCHLIST,WATCH at 41.4. Main support: recent form: 99.2; opponent defense fit: 87.0. Main caution: projection strength: 3.7; usage foundation: 33.3.,recent form: 99.2; opponent defense fit: 87.0,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,recent form: 99.2,opponent defense fit: 87.0,data quality: 79.0,projection strength: 3.7,usage foundation: 33.3,role and availability context: 35.0,2,0,0,3,79.0,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,G.Holani,SEA,,RB,receiving,2,41.33,41.33,WATCH,WATCHLIST,WATCH at 41.3. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 20.5; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 20.5,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,S.Clifford,GB,MIN,QB,rushing,1,41.0,41.0,WATCH,WATCHLIST,WATCH at 41.0. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 19.8; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 19.8,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,B.Hoyer,LV,CHI,QB,rushing,1,40.84,40.84,WATCH,WATCHLIST,WATCH at 40.8. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 19.4; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 19.4,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,A.Okwuegbunam,PHI,,TE,receiving,1,40.67,40.67,WATCH,WATCHLIST,WATCH at 40.7. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 19.0; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 19.0,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,T.Williams,CIN,,RB,receiving,2,40.35,40.35,WATCH,WATCHLIST,WATCH at 40.4. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 18.3; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 18.3,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,T.Bagent,CHI,MIN,QB,rushing,1,40.06,40.06,WATCH,WATCHLIST,WATCH at 40.1. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 17.6; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 17.6,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,T.Kennedy,DET,,WR,receiving,1,40.02,40.02,WATCH,WATCHLIST,WATCH at 40.0. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 17.5; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 17.5,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,A.McFarland,PIT,,RB,receiving,1,39.87,39.87,REVIEW,PRIORITY_REVIEW,REVIEW at 39.9. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 17.2; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 17.2,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,K.Trask,TB,CAR,QB,rushing,1,39.34,39.34,REVIEW,PRIORITY_REVIEW,REVIEW at 39.3. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 16.0; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 16.0,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,B.Berrios,MIA,,WR,receiving,1,39.16,39.16,REVIEW,PRIORITY_REVIEW,REVIEW at 39.2. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 15.6; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 15.6,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,A.McCarron,CIN,CLE,QB,passing,1,38.98,38.98,REVIEW,PRIORITY_REVIEW,REVIEW at 39.0. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 15.2; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 15.2,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,B.Brooks,HOU,,RB,receiving,2,38.98,38.98,REVIEW,PRIORITY_REVIEW,REVIEW at 39.0. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 15.2; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 15.2,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,G.Minshew,LV,DEN,QB,rushing,1,38.88,38.88,REVIEW,PRIORITY_REVIEW,REVIEW at 38.9. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 14.9; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 14.9,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,K.Nwangwu,NYJ,,RB,receiving,2,38.39,38.39,REVIEW,PRIORITY_REVIEW,REVIEW at 38.4. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 13.8; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 13.8,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,M.Stafford,LA,PHI,QB,rushing,2,38.26,38.26,REVIEW,PRIORITY_REVIEW,REVIEW at 38.3. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 13.5; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 13.5,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,E.Jenkins,PHI,,TE,receiving,1,38.23,38.23,REVIEW,PRIORITY_REVIEW,REVIEW at 38.2. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 13.4; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 13.4,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,J.Fortson,KC,,TE,receiving,1,37.95,37.95,REVIEW,PRIORITY_REVIEW,REVIEW at 38.0. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 12.8; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 12.8,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,C.Collier,LV,,RB,receiving,2,37.9,37.9,REVIEW,PRIORITY_REVIEW,REVIEW at 37.9. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 12.7; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 12.7,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,K.Johnson,TB,,WR,receiving,1,37.87,37.87,REVIEW,PRIORITY_REVIEW,REVIEW at 37.9. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 12.6; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 12.6,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,C.Wentz,KC,DEN,QB,rushing,1,37.57,37.57,REVIEW,PRIORITY_REVIEW,REVIEW at 37.6. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 11.9; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 11.9,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,S.Moore,KC,,WR,receiving,1,37.23,37.23,REVIEW,PRIORITY_REVIEW,REVIEW at 37.2. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 11.2; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 11.2,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,A.Beck,HOU,,RB,receiving,2,36.92,36.92,REVIEW,PRIORITY_REVIEW,REVIEW at 36.9. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 10.4; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 10.4,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,D.Laube,LV,,RB,receiving,2,36.62,36.62,REVIEW,PRIORITY_REVIEW,REVIEW at 36.6. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 9.8; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 9.8,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,A.O'Connell,LV,LAC,QB,rushing,1,36.1,36.1,REVIEW,PRIORITY_REVIEW,REVIEW at 36.1. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 8.6; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 8.6,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,J.Johnson,NYG,,RB,receiving,1,35.97,35.97,REVIEW,PRIORITY_REVIEW,REVIEW at 36.0. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 8.3; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 8.3,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,T.Heinicke,LAC,NE,QB,rushing,1,35.6,35.6,REVIEW,PRIORITY_REVIEW,REVIEW at 35.6. Main support: data quality: 65.7. Main caution: projection strength: 26.5; usage foundation: 33.3.,data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,data quality: 65.7,,,projection strength: 26.5,usage foundation: 33.3,role and availability context: 35.0,0,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,M.Ibrahim,DET,,RB,receiving,1,35.49,35.49,REVIEW,PRIORITY_REVIEW,REVIEW at 35.5. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 7.2; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 7.2,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,J.Browning,CIN,CLE,QB,rushing,1,35.4,35.4,REVIEW,PRIORITY_REVIEW,REVIEW at 35.4. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 7.0; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 7.0,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,K.Robinson,JAX,,RB,receiving,1,35.25,35.25,REVIEW,PRIORITY_REVIEW,REVIEW at 35.2. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 6.6; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 6.6,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,G.Igwebuike,PIT,,RB,receiving,1,35.25,35.25,REVIEW,PRIORITY_REVIEW,REVIEW at 35.2. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 6.6; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 6.6,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,S.Sullivan,CAR,,TE,receiving,1,34.93,34.93,REVIEW,PRIORITY_REVIEW,REVIEW at 34.9. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 5.9; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 5.9,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,T.Hairston,HOU,,RB,receiving,1,34.84,34.84,REVIEW,PRIORITY_REVIEW,REVIEW at 34.8. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 5.7; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 5.7,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,D.Miller,NYG,,RB,receiving,1,34.54,34.54,REVIEW,PRIORITY_REVIEW,REVIEW at 34.5. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 5.0; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 5.0,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,D.Williams,TB,,RB,receiving,1,34.47,34.47,REVIEW,PRIORITY_REVIEW,REVIEW at 34.5. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 4.8; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 4.8,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,M.Davis,DAL,,RB,receiving,1,34.33,34.33,REVIEW,PRIORITY_REVIEW,REVIEW at 34.3. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 4.5; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 4.5,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,H.Hooker,DET,JAX,QB,rushing,1,34.32,34.32,REVIEW,PRIORITY_REVIEW,REVIEW at 34.3. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 4.5; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 4.5,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,D.Washington,DEN,,RB,receiving,1,34.13,34.13,REVIEW,PRIORITY_REVIEW,REVIEW at 34.1. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 4.1; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 4.1,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,B.Bates,CLE,,TE,receiving,1,33.93,33.93,REVIEW,PRIORITY_REVIEW,REVIEW at 33.9. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 3.6; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 3.6,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,B.Willis,SF,,TE,receiving,1,33.28,33.28,REVIEW,PRIORITY_REVIEW,REVIEW at 33.3. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: projection strength: 2.1; role and availability context: 35.0.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,projection strength: 2.1,role and availability context: 35.0,missing signal count: 5,1,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
